"","Identifier","Source","Museum_number","Family","Genus","Species","Latitude","Longitude","Accuracy","Location","Date","Month","Year","Historic"
"1",1227,"Monadjem","","Typhlopidae","Afrotyphlops","bibronii",-26.9784,31.2492,1,"Hlezane","22-Sep-00",9,2000,""
"2",4431,"Museum","DM1709","Typhlopidae","Afrotyphlops","bibronii",-25.8889,31.2567,2,"Mondi Forest Plantations, approx. 8km N of Pigg's Peak","27-Mar-02",3,2002,""
"3",1083,"EAF","","Typhlopidae","Afrotyphlops","bibronii",-26.1562,31.9824,2,"Mbuluzi GR, Lodge 27","19-Feb-21",2,2021,""
"4",1099,"EAF","","Typhlopidae","Afrotyphlops","bibronii",-26.276,31.157,2,"Pine Valley","21-Feb-21",2,2021,""
"5",1166,"EAF","","Typhlopidae","Afrotyphlops","bibronii",-26.4519,31.0428,2,"Mhlambanyatsi","08-Mar-21",3,2021,""
"6",2138,"EAF","","Typhlopidae","Afrotyphlops","bibronii",-26.326,31.1411,3,"Mbabane","18-Sep-21",9,2021,""
"7",2251,"EAF","","Typhlopidae","Afrotyphlops","bibronii",-26.15,32,2,"Mbuluzi","13-Nov-21",11,2021,""
"8",1465,"Museum","TM69346","Typhlopidae","Afrotyphlops","bibronii",-26.1344,31.1228,2,"Malolotja NR, along Logwaja road","08-Jun-88",6,1988,"Yes"
"9",1406,"Museum","TM71081","Typhlopidae","Afrotyphlops","bibronii",-26.068,31.1944,2,"Nkomati River, old bridge 200m S","11-Aug-91",8,1991,"Yes"
"10",1409,"Museum","TM71083","Typhlopidae","Afrotyphlops","bibronii",-26.0097,31.9925,2,"Lomahasha, 3km S","15-Aug-91",8,1991,"Yes"
"11",4397,"Museum","TM71085","Typhlopidae","Afrotyphlops","bibronii",-26.2142,31.3325,2,"Malandela Beacon, Malandela Hills, within a few hundred meters","15-Oct-91",10,1991,"Yes"
"12",1428,"Museum","TM71094","Typhlopidae","Afrotyphlops","bibronii",-26.7767,31.2106,2,"Mahlangatsha Hills","24-Nov-91",11,1991,"Yes"
"13",1429,"Museum","TM71095","Typhlopidae","Afrotyphlops","bibronii",-26.7767,31.2106,2,"Mahlangatsha Hills","24-Nov-91",11,1991,"Yes"
"14",1581,"Museum","TM71831","Typhlopidae","Afrotyphlops","bibronii",-26.7417,32.0244,2,"Mambane, 3.5km N","07-Dec-91",12,1991,"Yes"
"15",1582,"Museum","TM71832","Typhlopidae","Afrotyphlops","bibronii",-26.7417,32.0244,2,"Mambane, 3.5km N","07-Dec-91",12,1991,"Yes"
"16",4490,"Museum","TM78911","Typhlopidae","Afrotyphlops","bibronii",-26.0533,31.24,2,"Nkomati Valley","31-Oct-92",10,1992,"Yes"
"17",1554,"Museum","TM79973","Typhlopidae","Afrotyphlops","bibronii",-26.2917,31.1469,2,"Mbabane (Northern)","23-Dec-94",12,1994,"Yes"
"18",1636,"Museum","TM79986","Typhlopidae","Afrotyphlops","bibronii",-26.4419,31.1622,2,"Mantenga NR","01-Sep-95",9,1995,"Yes"
"19",1376,"Museum","TM79988","Typhlopidae","Afrotyphlops","bibronii",-26.2186,31.0803,2,"Hawane Dam","02-Sep-95",9,1995,"Yes"
"20",1307,"Museum","TM80006","Typhlopidae","Afrotyphlops","bibronii",-25.9672,31.1208,2,"Malolotja NR, 2km S of Bulembu","06-Dec-95",12,1995,"Yes"
"21",1555,"Museum","TM80786","Typhlopidae","Afrotyphlops","bibronii",-26.315,31.1422,2,"Mbabane, Alister Miller Street","01-Mar-96",3,1996,"Yes"
"22",1377,"Museum","TM80788","Typhlopidae","Afrotyphlops","bibronii",-26.2175,31.0797,2,"Hawane NR, near gate","13-Apr-96",4,1996,"Yes"
"23",1432,"Museum","TM80791","Typhlopidae","Afrotyphlops","bibronii",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"24",1433,"Museum","TM80792","Typhlopidae","Afrotyphlops","bibronii",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"25",1434,"Museum","TM80793","Typhlopidae","Afrotyphlops","bibronii",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"26",1435,"Museum","TM80794","Typhlopidae","Afrotyphlops","bibronii",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"27",1436,"Museum","TM80795","Typhlopidae","Afrotyphlops","bibronii",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"28",1437,"Museum","TM80796","Typhlopidae","Afrotyphlops","bibronii",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"29",1438,"Museum","TM80797","Typhlopidae","Afrotyphlops","bibronii",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"30",1439,"Museum","TM80798","Typhlopidae","Afrotyphlops","bibronii",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"31",1440,"Museum","TM80799","Typhlopidae","Afrotyphlops","bibronii",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"32",4510,"Museum","TM83043","Typhlopidae","Afrotyphlops","bibronii",-26.1119,31.2339,2,"Mnyokane, E on Mangunga Valley slope","25-Sep-97",9,1997,"Yes"
"33",4521,"Museum","TM83054","Typhlopidae","Afrotyphlops","bibronii",-26.0469,31.4081,2,"Ndzingeni, 5.6km E (Dawn Beacon)","06-Oct-98",10,1998,"Yes"
"34",4535,"Museum","TM83069","Typhlopidae","Afrotyphlops","bibronii",-26.8622,31.9703,2,"Big Bend, Riverside Complex, 3km S on dirt track","06-Nov-99",11,1999,"Yes"
"35",1301,"Museum","TM50785","Typhlopidae","Afrotyphlops","bibronii",-26.25,32.0167,3,"Blue Jay Ranch","",NA,NA,"Yes"
"36",1553,"Museum","TM4857","Typhlopidae","Afrotyphlops","bibronii",-26.3,31.1333,3,"Mbabane","",NA,NA,"Yes"
"37",1616,"Museum","TM64901","Typhlopidae","Afrotyphlops","bibronii",-26.2127,31.9992,3,"Mlawula NR","",NA,NA,"Yes"
"38",1757,"Museum","TM62881","Typhlopidae","Afrotyphlops","bibronii",-26.7366,31.7707,3,"Tambuti Estates","",NA,NA,"Yes"
"39",1758,"Museum","TM62882","Typhlopidae","Afrotyphlops","bibronii",-26.7366,31.7707,3,"Tambuti Estates","",NA,NA,"Yes"
"40",4452,"Museum","DM1746","Lamprophiidae","Amblyodipsas","concolor",-26.2856,31.1336,2,"Mbabane, Dalriach North, overlooking Black Mbuluzi valley","05-Feb-09",2,2009,""
"41",1091,"EAF","","Lamprophiidae","Amblyodipsas","concolor",-25.948,31.133,2,"Bulembu","20-Feb-21",2,2021,""
"42",1646,"Museum","TM71837","Lamprophiidae","Amblyodipsas","concolor",-26.5005,31.9678,2,"Muti Muti NR","31-Dec-91",12,1991,"Yes"
"43",1558,"Museum","TM78798","Lamprophiidae","Amblyodipsas","concolor",-26.3014,31.135,2,"Mbabane, Golf Course road near Eveni","02-Feb-94",2,1994,"Yes"
"44",1311,"Museum","TM79982","Lamprophiidae","Amblyodipsas","concolor",-25.915,31.1542,2,"Bulembu, 5km NE","13-Jul-95",7,1995,"Yes"
"45",1302,"Museum","TM50784","Lamprophiidae","Amblyodipsas","concolor",-26.25,32.0167,3,"Blue Jay Ranch","",NA,NA,"Yes"
"46",18,"Museum","DM680","Lamprophiidae","Amblyodipsas","polylepis",-26.3752,31.5375,3,"Mpisi","18-Nov-84",11,1984,"Yes"
"47",250,"EAF","","Lamprophiidae","Amblyodipsas","polylepis",-26,31.757,2,"Tshaneni","11-Feb-07",2,2007,""
"48",281,"EAF","","Lamprophiidae","Amblyodipsas","polylepis",-26,31.757,2,"Tshaneni Village","25-Feb-07",2,2007,""
"49",794,"EAF","","Lamprophiidae","Amblyodipsas","polylepis",-26.779,31.917,1,"Mhlosinga NR, rest camp","01-May-20",5,2020,""
"50",2438,"EAF","","Lamprophiidae","Amblyodipsas","polylepis",-26.165,31.584,2,"Dvokolwako","31-Jan-22",1,2022,""
"51",1619,"Museum","TM80763","Lamprophiidae","Amblyodipsas","polylepis",-26.1939,31.99,2,"Mlawula NR, ridge overlooking Mlawula River","13-Jan-96",1,1996,"Yes"
"52",4506,"Museum","TM83039","Lamprophiidae","Amblyodipsas","polylepis",-26.0739,31.2628,2,"Nkomati River, N of Maguga Dam wall","15-Sep-97",9,1997,"Yes"
"53",4502,"Museum","TM82998","Lamprophiidae","Amblyodipsas","polylepis",-26.0614,31.4458,2,"St. Peregrine's Mission, near","15-Apr-99",4,1999,"Yes"
"54",1275,"Museum","TM47642","Lamprophiidae","Amblyodipsas","polylepis",-26.6667,31.8833,3,"Bar R Ranch","",NA,NA,"Yes"
"55",1413,"Museum","TM47808","Lamprophiidae","Amblyodipsas","polylepis",-26.4251,31.8842,3,"Lukhula","",NA,NA,"Yes"
"56",1593,"Museum","TM64902","Lamprophiidae","Amblyodipsas","polylepis",-26.16,31.99,3,"Mbuluzi GR","",NA,NA,"Yes"
"57",1776,"Museum","TM52398","Lamprophiidae","Amblyodipsas","polylepis",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"58",1777,"Museum","TM54739","Lamprophiidae","Amblyodipsas","polylepis",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"59",1778,"Museum","TM56604","Lamprophiidae","Amblyodipsas","polylepis",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"60",1779,"Museum","TM56610","Lamprophiidae","Amblyodipsas","polylepis",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"61",8,"Museum","DM572","Lamprophiidae","Aparallactus","capensis",-26.7875,31.9388,3,"Big Bend","24-Feb-84",2,1984,"Yes"
"62",4428,"Museum","DM1705","Lamprophiidae","Aparallactus","capensis",-25.9225,31.4311,2,"Herefords, 6km W (1km from Jacks Beacon)","22-Nov-01",11,2001,""
"63",1964,"EAF","","Lamprophiidae","Aparallactus","capensis",-26.2147,31.9192,1,"Simunye Country Club","28-Feb-07",2,2007,""
"64",4386,"Museum","ENMNH IYSIS_H_048","Lamprophiidae","Aparallactus","capensis",-25.9853,31.7151,1,"Sand River Dam, Below dam wall ","29-Sep-16",9,2016,""
"65",1249,"EAF","","Lamprophiidae","Aparallactus","capensis",-25.9853,31.7151,1,"Sand River, below dam wall","29-Sep-16",9,2016,""
"66",975,"EAF","","Lamprophiidae","Aparallactus","capensis",-26.276,31.157,2,"Pine Valley","26-Dec-20",12,2020,""
"67",990,"EAF","","Lamprophiidae","Aparallactus","capensis",-25.948,31.133,2,"Bulembu","02-Jan-21",1,2021,""
"68",1128,"EAF","","Lamprophiidae","Aparallactus","capensis",-26.4364,31.1906,2,"Ezulwini, Buhleni Farm","01-Mar-21",3,2021,""
"69",1941,"EAF","","Lamprophiidae","Aparallactus","capensis",-26.4519,31.0428,2,"Mhlambanyatsi","11-May-21",5,2021,""
"70",2064,"EAF","","Lamprophiidae","Aparallactus","capensis",-26.4519,31.0428,2,"Mhlambanyatsi","12-May-21",5,2021,""
"71",2443,"EAF","","Lamprophiidae","Aparallactus","capensis",-26.326,31.1411,3,"Mbabane Methodist church","01-Feb-22",2,2022,""
"72",2511,"EAF","","Lamprophiidae","Aparallactus","capensis",-26.326,31.1411,3,"Mbabane","20-Feb-22",2,2022,""
"73",4392,"Monadjem","","Lamprophiidae","Aparallactus","capensis",-26.0932,31.7718,1,"Tshaneni, IYSIS Estate","29-Mar-22",3,2022,""
"74",2751,"EAF","","Lamprophiidae","Aparallactus","capensis",-26.3986,31.1805,3,"Ezulwini","06-Nov-22",11,2022,""
"75",1654,"Museum","TM69353","Lamprophiidae","Aparallactus","capensis",-26.1347,31.1325,2,"Malolotja NR, main campsite - picnic site, between","08-Jun-88",6,1988,"Yes"
"76",1388,"Museum","TM70964","Lamprophiidae","Aparallactus","capensis",-26.2339,30.9903,2,"Droxford Farm, 1km S of stream","06-Jul-91",7,1991,"Yes"
"77",1880,"Museum","TM70965","Lamprophiidae","Aparallactus","capensis",-26.2767,30.9486,2,"Usutu Forest plantation","06-Jul-91",7,1991,"Yes"
"78",1703,"Museum","TM70966","Lamprophiidae","Aparallactus","capensis",-26.0558,31.4186,2,"Piggs Peak, 25km SE on dirt road to Balegane","04-Aug-91",8,1991,"Yes"
"79",1466,"Museum","TM71829","Lamprophiidae","Aparallactus","capensis",-26.3536,31.5419,2,"Mafutseni, 15km NE (near Transworld station)","21-Nov-91",11,1991,"Yes"
"80",1398,"Museum","TM71835","Lamprophiidae","Aparallactus","capensis",-26.9561,31.3353,2,"Hlatikulu, outskirts","10-Dec-91",12,1991,"Yes"
"81",4485,"Museum","TM78904","Lamprophiidae","Aparallactus","capensis",-26.0372,31.15,2,"Luhhumaneni, E of Malolotja NR","09-Oct-92",10,1992,"Yes"
"82",1316,"Museum","TM78891","Lamprophiidae","Aparallactus","capensis",-25.9672,31.1208,2,"Malolotja NR, 2km S of Bulembu","16-Jul-93",7,1993,"Yes"
"83",1664,"Museum","TM79985","Lamprophiidae","Aparallactus","capensis",-26.4406,31.1561,2,"Mantenga Falls, near","01-Sep-95",9,1995,"Yes"
"84",1692,"Museum","TM79991","Lamprophiidae","Aparallactus","capensis",-26.2708,31.0864,2,"Mbabane, Nkoyoyo","01-Nov-95",11,1995,"Yes"
"85",1679,"Museum","TM80802","Lamprophiidae","Aparallactus","capensis",-26.0097,31.2541,2,"Pigg's Peak, 5km S on Nginamadola road","02-Aug-96",8,1996,"Yes"
"86",1705,"Museum","TM80776","Lamprophiidae","Aparallactus","capensis",-25.9767,31.2575,2,"Piggs Peak (East)","23-Aug-96",8,1996,"Yes"
"87",1399,"Museum","TM57129","Lamprophiidae","Aparallactus","capensis",-26.617,32.024,3,"Jilobi Forest, E of Lubombo Mountain","",NA,NA,"Yes"
"88",1423,"Museum","TM57129","Lamprophiidae","Aparallactus","capensis",-26.35,31.56,3,"Mafuteni  (=Mafutseni), 10km NE","",NA,NA,"Yes"
"89",1780,"Museum","TM52325","Lamprophiidae","Aparallactus","capensis",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"90",1781,"Museum","TM52327","Lamprophiidae","Aparallactus","capensis",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"91",1782,"Museum","TM52338","Lamprophiidae","Aparallactus","capensis",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"92",1783,"Museum","TM52359","Lamprophiidae","Aparallactus","capensis",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"93",1784,"Museum","TM53808","Lamprophiidae","Aparallactus","capensis",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"94",1888,"Museum","TM67265","Lamprophiidae","Aparallactus","capensis",-26.3023,31.1023,3,"Waterford High School","",NA,NA,"Yes"
"95",2870,"RCB","","Lamprophiidae","Aparallactus","lunulatus",-26.195,31.9667,3,"Mlawula NR, west","",NA,NA,"Yes"
"96",13,"Museum","DM574","Elapidae","Aspidelaps","scutatus",-26.684,31.6747,3,"Siphofaneni","06-Oct-84",10,1984,"Yes"
"97",17,"Museum","DM563","Elapidae","Aspidelaps","scutatus",-26.7875,31.9388,3,"Big Bend","29-Oct-84",10,1984,"Yes"
"98",467,"EAF","","Elapidae","Aspidelaps","scutatus",-26.096,31.542,2,"Dvokolwako, road to Pigg's  Peak","05-Jan-08",1,2008,""
"99",472,"EAF","","Elapidae","Aspidelaps","scutatus",-26.0842,31.5528,3,"Bhalekane","08-Jan-08",1,2008,""
"100",1184,"Museum","DM568","Lamprophiidae","Atractaspis","bibronii",-26.4422,31.9508,3,"Siteki","10-Sep-84",9,1984,"Yes"
"101",25,"Museum","DM1612","Lamprophiidae","Atractaspis","bibronii",-25.9997,31.7642,2,"Tshaneni, house","21-Jan-92",1,1992,"Yes"
"102",4426,"Museum","DM1702","Lamprophiidae","Atractaspis","bibronii",-26.5525,31.5969,2,"Big Bend - Hhelehhele, 16km SE of Hhelehhele","14-Nov-01",11,2001,""
"103",4435,"Museum","DM1714","Lamprophiidae","Atractaspis","bibronii",-26.1614,31.2044,2,"Mbabane - Maguga Dam dirt road, approx. 8km N of Mbuluzi School","25-Nov-02",11,2002,""
"104",470,"EAF","","Lamprophiidae","Atractaspis","bibronii",-27.0687,31.9315,2,"Big Bend, road","06-Jan-08",1,2008,""
"105",503,"EAF","","Lamprophiidae","Atractaspis","bibronii",-27.0671,31.4209,1,"Shiselweni","01-Feb-08",2,2008,""
"106",4449,"Museum","DM1734","Lamprophiidae","Atractaspis","bibronii",-26.2903,31.1317,2,"Mbabane, Dalriach","20-Apr-13",4,2013,""
"107",723,"Museum","ENMNH IYSIS_H_005","Lamprophiidae","Atractaspis","bibronii",-25.9766,31.7477,1,"Tshaneni - Mananga circle, between","24-Nov-15",11,2015,""
"108",1068,"EAF","","Lamprophiidae","Atractaspis","bibronii",-26.2104,31.92,1,"Simunye","14-Feb-21",2,2021,""
"109",2025,"EAF","","Lamprophiidae","Atractaspis","bibronii",-26.32,31.14,2,"Thembelihle","14-Apr-21",4,2021,""
"110",2541,"EAF","","Lamprophiidae","Atractaspis","bibronii",-26.3055,31.1367,2,"Mbabane","24-Mar-22",3,2022,""
"111",2683,"EAF","","Lamprophiidae","Atractaspis","bibronii",-26.409,31.829,2,"Matsetsa, School for the Deaf","01-Oct-22",10,2022,""
"112",4333,"EAF","","Lamprophiidae","Atractaspis","bibronii",-26.197,31.571,2,"Croydon","13-Feb-23",2,2023,""
"113",4335,"EAF","","Lamprophiidae","Atractaspis","bibronii",-27.2,31.56,2,"Hluthi","10-Mar-24",3,2024,""
"114",4336,"EAF","","Lamprophiidae","Atractaspis","bibronii",-26.0274,31.815,1,"Mhlume Country Club","08-May-24",5,2024,""
"115",1580,"Museum","TM71011","Lamprophiidae","Atractaspis","bibronii",-26.7736,32.0544,2,"Mambane, 2km SE","24-May-91",5,1991,"Yes"
"116",1635,"Museum","TM78910","Lamprophiidae","Atractaspis","bibronii",-26.1361,31.2283,2,"Mnyokane, 5km E","27-Oct-92",10,1992,"Yes"
"117",4398,"Museum","TM79946","Lamprophiidae","Atractaspis","bibronii",-25.9561,31.7278,2,"Tunzini Citrus Estate, houses","15-Oct-93",10,1993,"Yes"
"118",1644,"Museum","TM80779","Lamprophiidae","Atractaspis","bibronii",-25.9247,31.51,2,"Mpofu River, 1km N","30-Jan-97",1,1997,"Yes"
"119",4525,"Museum","TM83058","Lamprophiidae","Atractaspis","bibronii",-26.1069,31.1292,2,"Malolotja NR,  along road to Nkomati viewpoint","16-Jan-99",1,1999,"Yes"
"120",1785,"Museum","TM51012","Lamprophiidae","Atractaspis","bibronii",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"121",1786,"Museum","TM52292","Lamprophiidae","Atractaspis","bibronii",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"122",1787,"Museum","TM52310","Lamprophiidae","Atractaspis","bibronii",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"123",1788,"Museum","TM52339","Lamprophiidae","Atractaspis","bibronii",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"124",1789,"Museum","TM53797","Lamprophiidae","Atractaspis","bibronii",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"125",27,"Museum","DM1613","Viperidae","Bitis","arietans",-25.9569,31.7447,2,"Tunzini Estate, house","05-Feb-92",2,1992,"Yes"
"126",29,"Museum","DM1615","Viperidae","Bitis","arietans",-25.9569,31.7447,2,"Tunzini Estate, house","16-Mar-92",3,1992,"Yes"
"127",35,"Museum","DM1614","Viperidae","Bitis","arietans",-26.3681,31.5506,2,"Dinedor, farm house","01-Aug-92",8,1992,"Yes"
"128",41,"Museum","DM1616","Viperidae","Bitis","arietans",-25.9703,31.1244,2,"Malolotja NR, 3km S of Bulembu","24-Aug-92",8,1992,"Yes"
"129",45,"Monadjem","","Viperidae","Bitis","arietans",-26.076,31.7702,1,"Impala Ranch","14-Jan-00",1,2000,""
"130",4457,"Museum","RCBS2120","Viperidae","Bitis","arietans",-25.9433,31.2756,2,"Pigg's Peak - Rocklands, approx. 4km NE of Pigg's Peak","31-Mar-02",3,2002,""
"131",48,"Monadjem","","Viperidae","Bitis","arietans",-25.9708,31.6248,1,"Lower Komati Basin","26-Feb-06",2,2006,""
"132",52,"EAF","","Viperidae","Bitis","arietans",-26.2108,31.9274,2,"Simunye, 14th Ave","04-Jun-06",6,2006,""
"133",56,"EAF","","Viperidae","Bitis","arietans",-26.7833,31.9333,3,"Big Bend, road","11-Jun-06",6,2006,""
"134",57,"EAF","","Viperidae","Bitis","arietans",-26.7833,31.9333,3,"Big Bend, road","11-Jun-06",6,2006,""
"135",58,"EAF","","Viperidae","Bitis","arietans",-26.7833,31.9333,3,"Big Bend, road","11-Jun-06",6,2006,""
"136",59,"EAF","","Viperidae","Bitis","arietans",-26.7833,31.9333,3,"Big Bend, road","11-Jun-06",6,2006,""
"137",63,"EAF","","Viperidae","Bitis","arietans",-26.7833,31.9333,3,"Big Bend, road","20-Jun-06",6,2006,""
"138",66,"EAF","","Viperidae","Bitis","arietans",-26.2108,31.9274,2,"Simunye, 13th Ave","03-Jul-06",7,2006,""
"139",68,"EAF","","Viperidae","Bitis","arietans",-26.7833,31.9333,3,"Big Bend","04-Jul-06",7,2006,""
"140",72,"EAF","","Viperidae","Bitis","arietans",-26.868,31.9214,2,"Matata","13-Jul-06",7,2006,""
"141",1208,"EAF","","Viperidae","Bitis","arietans",-26.8697,31.9243,1,"Big Bend","17-Sep-06",9,2006,""
"142",84,"EAF","","Viperidae","Bitis","arietans",-26.8697,31.9243,1,"Matata","01-Oct-06",10,2006,""
"143",140,"EAF","","Viperidae","Bitis","arietans",-26.4117,31.7488,1,"Mpaka","21-Nov-06",11,2006,""
"144",191,"EAF","","Viperidae","Bitis","arietans",-26.868,31.9214,2,"Matata","02-Jan-07",1,2007,""
"145",235,"EAF","","Viperidae","Bitis","arietans",-26.2147,31.9192,1,"Simunye Country Club","04-Feb-07",2,2007,""
"146",254,"Monadjem","","Viperidae","Bitis","arietans",-26.1342,31.1227,1,"Malolotja NR","14-Feb-07",2,2007,""
"147",266,"EAF","","Viperidae","Bitis","arietans",-26.198,31.815,2,"Ngomane","17-Feb-07",2,2007,""
"148",301,"EAF","","Viperidae","Bitis","arietans",-26.0743,31.8767,2,"Vuvulane, Pump station 5","16-Mar-07",3,2007,""
"149",348,"EAF","","Viperidae","Bitis","arietans",-26.0319,31.8098,2,"Mhlume, Dam 17","09-Jul-07",7,2007,""
"150",352,"EAF","","Viperidae","Bitis","arietans",-26.198,31.815,2,"Ngomane","03-Oct-07",10,2007,""
"151",366,"EAF","","Viperidae","Bitis","arietans",-26.986,31.957,1,"Nisela Lodge","13-Oct-07",10,2007,""
"152",388,"EAF","","Viperidae","Bitis","arietans",-27.01,31.82,3,"Nisela-Maloma Road","08-Nov-07",11,2007,""
"153",408,"EAF","","Viperidae","Bitis","arietans",-26.9886,31.9425,2,"Nisela Safaris","22-Nov-07",11,2007,""
"154",410,"EAF","","Viperidae","Bitis","arietans",-26.2147,31.9192,1,"SIMUNYE DOG KENNELS","22-Nov-07",11,2007,""
"155",456,"EAF","","Viperidae","Bitis","arietans",-26.198,31.815,2,"Ngomane","25-Dec-07",12,2007,""
"156",473,"EAF","","Viperidae","Bitis","arietans",-26.4461,31.9472,1,"Siteki","08-Jan-08",1,2008,""
"157",484,"EAF","","Viperidae","Bitis","arietans",-26.2137,31.9193,2,"Simunye Country Club, outside","20-Jan-08",1,2008,""
"158",493,"EAF","","Viperidae","Bitis","arietans",-26.2137,31.9193,2,"Simunye Country Club, outside","29-Jan-08",1,2008,""
"159",565,"EAF","","Viperidae","Bitis","arietans",-26.1758,31.9081,1,"Simunye FACTORY road ","01-Apr-08",4,2008,""
"160",567,"EAF","","Viperidae","Bitis","arietans",-26.2108,31.9274,2,"SIMUNYE LOOP ROAD","06-Apr-08",4,2008,""
"161",584,"EAF","","Viperidae","Bitis","arietans",-26.052,31.8169,2,"Mhlume Security","20-Apr-08",4,2008,""
"162",585,"EAF","","Viperidae","Bitis","arietans",-26.2108,31.9274,2,"Simunye, 7th Ave","20-Apr-08",4,2008,""
"163",615,"EAF","","Viperidae","Bitis","arietans",-26.9886,31.9425,2,"Nisela","10-May-08",5,2008,""
"164",623,"EAF","","Viperidae","Bitis","arietans",-26.198,31.815,2,"Ngomane","20-May-08",5,2008,""
"165",1182,"EAF","","Viperidae","Bitis","arietans",-26.9886,31.9425,2,"Nisela","01-Sep-08",9,2008,""
"166",1200,"EAF","","Viperidae","Bitis","arietans",-26.0274,31.815,1,"Mhlume Country Club","14-Sep-08",9,2008,""
"167",659,"EAF","","Viperidae","Bitis","arietans",-26.2108,31.9274,2,"Simunye, A Houses","03-Oct-08",10,2008,""
"168",669,"EAF","","Viperidae","Bitis","arietans",-26.198,31.815,2,"Ngomane","20-Oct-08",10,2008,""
"169",673,"EAF","","Viperidae","Bitis","arietans",-26.2108,31.9274,2,"Simunye","22-Oct-08",10,2008,""
"170",681,"EAF","","Viperidae","Bitis","arietans",-27.026,31.936,2,"Nsoko","27-Oct-08",10,2008,""
"171",702,"EAF","","Viperidae","Bitis","arietans",-26.9886,31.9425,2,"Nisela","15-Nov-08",11,2008,""
"172",703,"EAF","","Viperidae","Bitis","arietans",-26.9886,31.9425,2,"Nisela","15-Nov-08",11,2008,""
"173",704,"EAF","","Viperidae","Bitis","arietans",-26.9886,31.9425,2,"Nisela","15-Nov-08",11,2008,""
"174",705,"EAF","","Viperidae","Bitis","arietans",-26.9886,31.9425,2,"Nisela","15-Nov-08",11,2008,""
"175",706,"EAF","","Viperidae","Bitis","arietans",-26.9886,31.9425,2,"Nisela","15-Nov-08",11,2008,""
"176",707,"EAF","","Viperidae","Bitis","arietans",-26.9886,31.9425,2,"Nisela","15-Nov-08",11,2008,""
"177",726,"EAF","","Viperidae","Bitis","arietans",-26.1179,31.684,1,"Mbuluzi River","01-Dec-15",12,2015,""
"178",4381,"Museum","ENMN IYSIS_H_030","Viperidae","Bitis","arietans",-26.1179,31.684,1,"Mbuluzi River","01-Dec-15",12,2015,""
"179",740,"EAF","","Viperidae","Bitis","arietans",-26.2239,31.0299,1,"Ngwenya","22-Nov-19",11,2019,""
"180",745,"EAF","","Viperidae","Bitis","arietans",-26.8119,31.9181,2,"Marula Village, south of Big Bend","05-Jan-20",1,2020,""
"181",748,"EAF","","Viperidae","Bitis","arietans",-26.146,31.645,2,"Mnjoli Dam","26-Jan-20",1,2020,""
"182",749,"EAF","","Viperidae","Bitis","arietans",-26.779,31.917,1,"Mhlosinga NR, rest camp","28-Jan-20",1,2020,""
"183",780,"EAF","","Viperidae","Bitis","arietans",-26.213,31.072,2,"Hawane","19-Apr-20",4,2020,""
"184",810,"EAF","","Viperidae","Bitis","arietans",-26.2108,31.9274,2,"Simunye Lusoti village F5004","22-May-20",5,2020,""
"185",821,"EAF","","Viperidae","Bitis","arietans",-26.2239,31.0299,1,"Ngwenya","12-Jun-20",6,2020,""
"186",824,"EAF","","Viperidae","Bitis","arietans",-26.1771,31.9113,1,"Simunye, Effluent plant","30-Jun-20",6,2020,""
"187",1253,"EAF","","Viperidae","Bitis","arietans",-26.2239,31.0299,1,"Ngwenya","03-Sep-20",9,2020,""
"188",1189,"EAF","","Viperidae","Bitis","arietans",-26.779,31.917,1,"Mhlosinga NR, rest camp","11-Sep-20",9,2020,""
"189",859,"EAF","","Viperidae","Bitis","arietans",-26.0369,31.814,2,"Mhlume","15-Oct-20",10,2020,""
