"","Identifier","Source","Museum_number","Family","Genus","Species","Latitude","Longitude","Accuracy","Location","Date","Month","Year","Historic"
"909",325,"EAF","","Elapidae","Dendroaspis","polylepis",-26.868,31.9214,2,"Matata","16-Apr-07",4,2007,""
"910",335,"EAF","","Elapidae","Dendroaspis","polylepis",-26.868,31.9214,2,"Matata","20-Apr-07",4,2007,""
"911",339,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane","24-Apr-07",4,2007,""
"912",1230,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane","24-Sep-07",9,2007,""
"913",354,"EAF","","Elapidae","Dendroaspis","polylepis",-26.9886,31.9425,2,"Nisela","03-Oct-07",10,2007,""
"914",357,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane","04-Oct-07",10,2007,""
"915",358,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane","04-Oct-07",10,2007,""
"916",364,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane","13-Oct-07",10,2007,""
"917",367,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye, 8th Ave","13-Oct-07",10,2007,""
"918",375,"EAF","","Elapidae","Dendroaspis","polylepis",-26.868,31.9214,2,"Matata, feedlot","01-Nov-07",11,2007,""
"919",376,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume","02-Nov-07",11,2007,""
"920",389,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane, B1043","10-Nov-07",11,2007,""
"921",392,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye, Canal","11-Nov-07",11,2007,""
"922",393,"EAF","","Elapidae","Dendroaspis","polylepis",-26.9886,31.9425,2,"Nisela","12-Nov-07",11,2007,""
"923",396,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume, Section 6","13-Nov-07",11,2007,""
"924",397,"EAF","","Elapidae","Dendroaspis","polylepis",-26.106,31.922,2,"Tambankulu, C1","13-Nov-07",11,2007,""
"925",398,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane","14-Nov-07",11,2007,""
"926",401,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume","16-Nov-07",11,2007,""
"927",404,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane","20-Nov-07",11,2007,""
"928",405,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane","20-Nov-07",11,2007,""
"929",406,"EAF","","Elapidae","Dendroaspis","polylepis",-26.005,31.778,1,"Tshaneni Police Station","20-Nov-07",11,2007,""
"930",409,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2147,31.9192,1,"SIMUNYE D4149 10TH AVE","22-Nov-07",11,2007,""
"931",420,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye, 4th Ave, Strather's House","26-Nov-07",11,2007,""
"932",422,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye, B","26-Nov-07",11,2007,""
"933",433,"EAF","","Elapidae","Dendroaspis","polylepis",-26.9886,31.9425,2,"Nisela","05-Dec-07",12,2007,""
"934",435,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye, 4th Ave, Marsden House","05-Dec-07",12,2007,""
"935",436,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye, cane yard","05-Dec-07",12,2007,""
"936",438,"EAF","","Elapidae","Dendroaspis","polylepis",-26.9886,31.9425,2,"Nisela","06-Dec-07",12,2007,""
"937",440,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume, next to rabbit house","08-Dec-07",12,2007,""
"938",442,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0274,31.815,1,"Mhlume Country Club","10-Dec-07",12,2007,""
"939",444,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"SIMUNYE NEXT TO SECURITY","10-Dec-07",12,2007,""
"940",446,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye","11-Dec-07",12,2007,""
"941",447,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume","12-Dec-07",12,2007,""
"942",448,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"SIMUNYE MIDDLETON'S HOUSE","13-Dec-07",12,2007,""
"943",449,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"SIMUNYE NEXT TO CHURCH","14-Dec-07",12,2007,""
"944",450,"EAF","","Elapidae","Dendroaspis","polylepis",-26.106,31.922,2,"TAMBANKULU SALET DWART'S CHURCH","14-Dec-07",12,2007,""
"945",457,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane, B1 office","25-Dec-07",12,2007,""
"946",481,"EAF","","Elapidae","Dendroaspis","polylepis",-26.106,31.922,2,"Tambankulu","16-Jan-08",1,2008,""
"947",488,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye, 4th Ave, Strather's House","23-Jan-08",1,2008,""
"948",494,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume","30-Jan-08",1,2008,""
"949",512,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0743,31.8767,2,"Vuvulane","05-Feb-08",2,2008,""
"950",515,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2139,31.9188,1,"SIMUNYE THEA'S HOUSE","06-Feb-08",2,2008,""
"951",516,"EAF","","Elapidae","Dendroaspis","polylepis",-26,31.757,2,"Tshaneni","06-Feb-08",2,2008,""
"952",525,"EAF","","Elapidae","Dendroaspis","polylepis",-26.1936,31.8137,1,"Ngomane High School","17-Feb-08",2,2008,""
"953",528,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye, A Houses","19-Feb-08",2,2008,""
"954",529,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2595,31.8745,1,"Royal Hlane NP ","27-Feb-08",2,2008,""
"955",531,"EAF","","Elapidae","Dendroaspis","polylepis",-26.1758,31.9081,1,"SIMUNYE FACTORY MARK MIDDLETON","27-Feb-08",2,2008,""
"956",543,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume, rabbit house","13-Mar-08",3,2008,""
"957",554,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume","22-Mar-08",3,2008,""
"958",562,"EAF","","Elapidae","Dendroaspis","polylepis",-26.1758,31.9081,1,"SIMUNYE FACTORY BY THE NEW DAM","29-Mar-08",3,2008,""
"959",566,"EAF","","Elapidae","Dendroaspis","polylepis",-26.854,31.969,2,"Big Bend Distillery, on the road","02-Apr-08",4,2008,""
"960",593,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye","27-Apr-08",4,2008,""
"961",602,"EAF","","Elapidae","Dendroaspis","polylepis",-26.9886,31.9425,2,"Nisela","02-May-08",5,2008,""
"962",606,"EAF","","Elapidae","Dendroaspis","polylepis",-26.868,31.9214,2,"Matata","04-May-08",5,2008,""
"963",624,"EAF","","Elapidae","Dendroaspis","polylepis",-26.5,31.38,3,"Manzini","22-May-08",5,2008,""
"964",655,"EAF","","Elapidae","Dendroaspis","polylepis",-26.9886,31.9425,2,"Nisela","30-Aug-08",8,2008,""
"965",1267,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume","09-Sep-08",9,2008,""
"966",1237,"EAF","","Elapidae","Dendroaspis","polylepis",-26.9886,31.9425,2,"Nisela Safaris","28-Sep-08",9,2008,""
"967",658,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye","03-Oct-08",10,2008,""
"968",662,"EAF","","Elapidae","Dendroaspis","polylepis",-26,31.757,2,"Tshaneni","11-Oct-08",10,2008,""
"969",663,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane","12-Oct-08",10,2008,""
"970",664,"EAF","","Elapidae","Dendroaspis","polylepis",-26.9886,31.9425,2,"Nisela","13-Oct-08",10,2008,""
"971",688,"EAF","","Elapidae","Dendroaspis","polylepis",-26.9886,31.9425,2,"Nisela","01-Nov-08",11,2008,""
"972",691,"EAF","","Elapidae","Dendroaspis","polylepis",-26.9886,31.9425,2,"Nisela","02-Nov-08",11,2008,""
"973",695,"EAF","","Elapidae","Dendroaspis","polylepis",-26.9886,31.9425,2,"Nisela","06-Nov-08",11,2008,""
"974",697,"EAF","","Elapidae","Dendroaspis","polylepis",-26.106,31.922,2,"Tambankulu, Cistrus Packhouse","07-Nov-08",11,2008,""
"975",698,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume","08-Nov-08",11,2008,""
"976",719,"EAF","","Elapidae","Dendroaspis","polylepis",-26.986,31.957,1,"Nisela Lodge","22-Nov-08",11,2008,""
"977",2,"EAF","","Elapidae","Dendroaspis","polylepis",-26.146,31.645,2,"Mnjoli Dam","",NA,2015,""
"978",737,"EAF","","Elapidae","Dendroaspis","polylepis",-25.898,31.293,1,"Phoponyane NR","20-Jan-19",1,2019,""
"979",754,"EAF","","Elapidae","Dendroaspis","polylepis",-26.797,31.9334,1,"Big Bend, Spar","24-Feb-20",2,2020,""
"980",783,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane","21-Apr-20",4,2020,""
"981",788,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye Risk office","24-Apr-20",4,2020,""
"982",796,"EAF","","Elapidae","Dendroaspis","polylepis",-26.657,31.969,2,"Nyetane cane fields","04-May-20",5,2020,""
"983",798,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane Social Centre","06-May-20",5,2020,""
"984",802,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane village B1105","15-May-20",5,2020,""
"985",806,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane village B1123","17-May-20",5,2020,""
"986",822,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume Cargo village","22-Jun-20",6,2020,""
"987",825,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane village A0127","10-Jul-20",7,2020,""
"988",827,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane bus rank","14-Jul-20",7,2020,""
"989",828,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane village B1063","16-Jul-20",7,2020,""
"990",830,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume Village, section 9","20-Jul-20",7,2020,""
"991",832,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye Lusoti village B1140","02-Aug-20",8,2020,""
"992",833,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane P/S 22","08-Aug-20",8,2020,""
"993",839,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye Lusoti village B1023","15-Aug-20",8,2020,""
"994",841,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye Lusoti village A0511","23-Aug-20",8,2020,""
"995",842,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane village A0392","24-Aug-20",8,2020,""
"996",843,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye, Standard Bank","24-Aug-20",8,2020,""
"997",1264,"EAF","","Elapidae","Dendroaspis","polylepis",-26.768,31.9103,2,"Mhlosinga NR, A Block","08-Sep-20",9,2020,""
"998",1265,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye Lusoti village B1270","08-Sep-20",9,2020,""
"999",1269,"EAF","","Elapidae","Dendroaspis","polylepis",-26.1771,31.9113,1,"Simunye, Effluent plant","09-Sep-20",9,2020,""
"1000",1190,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane village D005","11-Sep-20",9,2020,""
"1001",1207,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye Lusoti village A0251","15-Sep-20",9,2020,""
"1002",1221,"EAF","","Elapidae","Dendroaspis","polylepis",-26.1771,31.9113,1,"Simunye, Effluent plant","18-Sep-20",9,2020,""
"1003",845,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume, Block 800","02-Oct-20",10,2020,""
"1004",862,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane village A0620","17-Oct-20",10,2020,""
"1005",878,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye, Cluster 17-1","03-Nov-20",11,2020,""
"1006",880,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye Lusoti village E5016","04-Nov-20",11,2020,""
"1007",890,"EAF","","Elapidae","Dendroaspis","polylepis",-26.768,31.9103,2,"Mhlosinga NR, A Block","10-Nov-20",11,2020,""
"1008",893,"EAF","","Elapidae","Dendroaspis","polylepis",-26.052,31.8169,1,"Mhlume, Factory Caneyard","13-Nov-20",11,2020,""
"1009",896,"EAF","","Elapidae","Dendroaspis","polylepis",-26.1758,31.9081,1,"Simunye IT Offices","15-Nov-20",11,2020,""
"1010",898,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume village, house 78","17-Nov-20",11,2020,""
"1011",904,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye Lusoti village TGQ2","17-Nov-20",11,2020,""
"1012",911,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane village A0650","20-Nov-20",11,2020,""
"1013",933,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye, Cluster house 40-3","30-Nov-20",11,2020,""
"1014",944,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye Lusoti village TQ4","07-Dec-20",12,2020,""
"1015",947,"EAF","","Elapidae","Dendroaspis","polylepis",-26.4833,31.4208,2,"Lugaganeni","10-Dec-20",12,2020,""
"1016",950,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye Lusoti village UD4151","11-Dec-20",12,2020,""
"1017",953,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane village A0817","12-Dec-20",12,2020,""
"1018",957,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye Lusoti Social Centre","13-Dec-20",12,2020,""
"1019",978,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye Lusoti village E5005","28-Dec-20",12,2020,""
"1020",981,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,1,"Simunye, Thembelisha Primary School","29-Dec-20",12,2020,""
"1021",1010,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane village B1030","14-Jan-21",1,2021,""
"1022",1019,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane village B1104","21-Jan-21",1,2021,""
"1023",1051,"EAF","","Elapidae","Dendroaspis","polylepis",-26.1426,31.859,1,"Simunye Piggery","05-Feb-21",2,2021,""
"1024",1058,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane village B1163","08-Feb-21",2,2021,""
"1025",1076,"EAF","","Elapidae","Dendroaspis","polylepis",-26.4899,31.4554,3,"Hhelehhele","18-Feb-21",2,2021,""
"1026",1078,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume, North house 090","18-Feb-21",2,2021,""
"1027",1079,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane village A0285","18-Feb-21",2,2021,""
"1028",1101,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye Lusoti village A0149","21-Feb-21",2,2021,""
"1029",1102,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye Lusoti village E5026","21-Feb-21",2,2021,""
"1030",1105,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane","22-Feb-21",2,2021,""
"1031",1106,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye","22-Feb-21",2,2021,""
"1032",1111,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye","23-Feb-21",2,2021,""
"1033",1112,"EAF","","Elapidae","Dendroaspis","polylepis",-26.1426,31.859,1,"Simunye Piggery","23-Feb-21",2,2021,""
"1034",1114,"EAF","","Elapidae","Dendroaspis","polylepis",-26,31.757,2,"Tshaneni","23-Feb-21",2,2021,""
"1035",2908,"EAF","","Elapidae","Dendroaspis","polylepis",-26.5309,31.3264,1,"Tubungu","01-Mar-21",3,2021,""
"1036",1137,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume","03-Mar-21",3,2021,""
"1037",1149,"EAF","","Elapidae","Dendroaspis","polylepis",-26.4908,31.3628,3,"Fairview","04-Mar-21",3,2021,""
"1038",1970,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume, Moyeni Village","04-Mar-21",3,2021,""
"1039",1976,"EAF","","Elapidae","Dendroaspis","polylepis",-26.053,31.817,2,"Mhlume, Factory","07-Mar-21",3,2021,""
"1040",1165,"EAF","","Elapidae","Dendroaspis","polylepis",-26.9,31.51,3,"Emkhuzweni","08-Mar-21",3,2021,""
"1041",1168,"EAF","","Elapidae","Dendroaspis","polylepis",-26.853,31.767,2,"St. Phillips","09-Mar-21",3,2021,""
"1042",1169,"EAF","","Elapidae","Dendroaspis","polylepis",-26.853,31.767,2,"St. Phillips","09-Mar-21",3,2021,""
"1043",1993,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane village B2008","17-Mar-21",3,2021,""
"1044",1992,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2096,31.9237,2,"Simunye, Cluster House","17-Mar-21",3,2021,""
"1045",2002,"EAF","","Elapidae","Dendroaspis","polylepis",-26.214,31.919,2,"Lusoti village B1039","24-Mar-21",3,2021,""
"1046",2006,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane village D4011","01-Apr-21",4,2021,""
"1047",2007,"EAF","","Elapidae","Dendroaspis","polylepis",-26.852,31.968,1,"Big Bend Distillery","02-Apr-21",4,2021,""
"1048",2921,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye","04-Apr-21",4,2021,""
"1049",2019,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume, Sobhuza Village, House F112S","10-Apr-21",4,2021,""
"1050",1908,"EAF","","Elapidae","Dendroaspis","polylepis",-26.7833,31.9333,3,"Big Bend","11-Apr-21",4,2021,""
"1051",1914,"EAF","","Elapidae","Dendroaspis","polylepis",-27.026,31.936,2,"Nsoko","15-Apr-21",4,2021,""
"1052",2044,"EAF","","Elapidae","Dendroaspis","polylepis",-26.1758,31.9081,1,"Simunye, Factory","23-Apr-21",4,2021,""
"1053",2045,"EAF","","Elapidae","Dendroaspis","polylepis",-26.1758,31.9081,1,"Simunye, Factory","24-Apr-21",4,2021,""
"1054",1945,"EAF","","Elapidae","Dendroaspis","polylepis",-26.1758,31.9081,1,"Simunye, Factory","25-Apr-21",4,2021,""
"1055",2049,"EAF","","Elapidae","Dendroaspis","polylepis",-26.595,31.369,2,"Nhlambeni","26-Apr-21",4,2021,""
"1056",2164,"EAF","","Elapidae","Dendroaspis","polylepis",-26.203,31.911,2,"Simunye, Apprentice hostel","15-Oct-21",10,2021,""
"1057",2188,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane, Cluster House 15-3","01-Nov-21",11,2021,""
"1058",2187,"EAF","","Elapidae","Dendroaspis","polylepis",-26.853,31.767,2,"St. Phillips","01-Nov-21",11,2021,""
"1059",2197,"EAF","","Elapidae","Dendroaspis","polylepis",-26.853,31.767,2,"St. Phillips","02-Nov-21",11,2021,""
"1060",2203,"EAF","","Elapidae","Dendroaspis","polylepis",-26.853,31.767,2,"St. Phillips","03-Nov-21",11,2021,""
"1061",2221,"EAF","","Elapidae","Dendroaspis","polylepis",-26.4975,31.2189,1,"Malendelas","06-Nov-21",11,2021,""
"1062",2220,"EAF","","Elapidae","Dendroaspis","polylepis",-26.4958,31.4029,2,"Moneni","06-Nov-21",11,2021,""
"1063",2222,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane Section 13 Yard","06-Nov-21",11,2021,""
"1064",2223,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2108,31.9274,2,"Simunye","06-Nov-21",11,2021,""
"1065",2245,"EAF","","Elapidae","Dendroaspis","polylepis",-26.4975,31.2189,1,"Malendelas","08-Nov-21",11,2021,""
"1066",2258,"EAF","","Elapidae","Dendroaspis","polylepis",-26.853,31.767,2,"St. Phillips","17-Nov-21",11,2021,""
"1067",2259,"EAF","","Elapidae","Dendroaspis","polylepis",-26.853,31.767,2,"St. Phillips","17-Nov-21",11,2021,""
"1068",2260,"EAF","","Elapidae","Dendroaspis","polylepis",-26.853,31.767,2,"St. Phillips","17-Nov-21",11,2021,""
"1069",2264,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane Main Church","18-Nov-21",11,2021,""
"1070",2267,"EAF","","Elapidae","Dendroaspis","polylepis",-26.439,31.325,3,"Mbekelweni, near UNESWA Kwaluseni","19-Nov-21",11,2021,""
"1071",2278,"EAF","","Elapidae","Dendroaspis","polylepis",-26.853,31.767,2,"St. Phillips","23-Nov-21",11,2021,""
"1072",2280,"EAF","","Elapidae","Dendroaspis","polylepis",-26.683,31.684,2,"Siphofaneni","24-Nov-21",11,2021,""
"1073",2317,"EAF","","Elapidae","Dendroaspis","polylepis",-26.674,31.0645,2,"Mankayane","08-Dec-21",12,2021,""
"1074",2307,"EAF","","Elapidae","Dendroaspis","polylepis",-26.4418,31.9416,2,"Siteki, Lugongolweni","08-Dec-21",12,2021,""
"1075",2331,"EAF","","Elapidae","Dendroaspis","polylepis",-26.7833,31.9333,3,"Big Bend","13-Dec-21",12,2021,""
"1076",2346,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane, Agriculture Offices","20-Dec-21",12,2021,""
"1077",2352,"EAF","","Elapidae","Dendroaspis","polylepis",-26.198,31.815,2,"Ngomane Village House B1167","21-Dec-21",12,2021,""
"1078",2353,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume Village, House 4","22-Dec-21",12,2021,""
"1079",5,"EAF","","Elapidae","Dendroaspis","polylepis",-26.146,31.645,2,"Mnjoli Dam","",NA,2021,""
"1080",2382,"EAF","","Elapidae","Dendroaspis","polylepis",-26.214,31.919,2,"Lusoti Village House B1283","01-Jan-22",1,2022,""
"1081",2383,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume Village","01-Jan-22",1,2022,""
"1082",2385,"EAF","","Elapidae","Dendroaspis","polylepis",-26.214,31.919,2,"Lusoti Village House E5033","03-Jan-22",1,2022,""
"1083",2394,"EAF","","Elapidae","Dendroaspis","polylepis",-26.7833,31.9333,3,"Big Bend","06-Jan-22",1,2022,""
"1084",2402,"EAF","","Elapidae","Dendroaspis","polylepis",-26.203,31.911,2,"Simunye, Apprentice hostel","10-Jan-22",1,2022,""
"1085",2873,"EAF","","Elapidae","Dendroaspis","polylepis",-26.452,31.3,2,"Ludzeludze","23-Jan-22",1,2022,""
"1086",2459,"EAF","","Elapidae","Dendroaspis","polylepis",-26.4418,31.9416,2,"Siteki","03-Feb-22",2,2022,""
"1087",2464,"EAF","","Elapidae","Dendroaspis","polylepis",-26.214,31.919,2,"Lusoti Village House A0710","07-Feb-22",2,2022,""
"1088",3455,"EAF","","Elapidae","Dendroaspis","polylepis",-26.214,31.919,2,"Lusoti village in a hedge","07-Feb-22",2,2022,""
"1089",2471,"EAF","","Elapidae","Dendroaspis","polylepis",-26.203,31.911,2,"Simunye, Apprentice hostel","08-Feb-22",2,2022,""
"1090",2470,"EAF","","Elapidae","Dendroaspis","polylepis",-26.853,31.767,2,"St. Phillips","08-Feb-22",2,2022,""
"1091",2477,"EAF","","Elapidae","Dendroaspis","polylepis",-26.2858,31.1359,2,"Ematjeni","09-Feb-22",2,2022,""
"1092",2512,"EAF","","Elapidae","Dendroaspis","polylepis",-27.0029,31.6533,2,"Maloma","20-Feb-22",2,2022,""
"1093",2909,"EAF","","Elapidae","Dendroaspis","polylepis",-26.725,31.303,2,"Sigcineni","23-Feb-22",2,2022,""
"1094",2863,"EAF","","Elapidae","Dendroaspis","polylepis",-26.253,31.437,2,"New Haven, Mbelebeleni","26-Feb-22",2,2022,""
"1095",2864,"EAF","","Elapidae","Dendroaspis","polylepis",-26.5,31.38,3,"Manzini Gum Tree","27-Feb-22",2,2022,""
"1096",2865,"EAF","","Elapidae","Dendroaspis","polylepis",-26.4418,31.9416,2,"Siteki","27-Feb-22",2,2022,""
"1097",2867,"EAF","","Elapidae","Dendroaspis","polylepis",-26.4003,31.8566,2,"Lonhlupheko","28-Feb-22",2,2022,""
"1098",2517,"EAF","","Elapidae","Dendroaspis","polylepis",-26,31.757,2,"Tshaneni","28-Feb-22",2,2022,""
"1099",2866,"EAF","","Elapidae","Dendroaspis","polylepis",-26.422,31.889,3,"KaLanga, Siteki","03-Mar-22",3,2022,""
"1100",2868,"EAF","","Elapidae","Dendroaspis","polylepis",-26.857,31.311,3,"Msokho, Nkwene","06-Mar-22",3,2022,""
"1101",2862,"EAF","","Elapidae","Dendroaspis","polylepis",-26.639,31.4035,1,"Rider's Ranch","07-Mar-22",3,2022,""
"1102",2542,"EAF","","Elapidae","Dendroaspis","polylepis",-26.852,31.968,1,"Big Bend Distillery","25-Mar-22",3,2022,""
"1103",2580,"EAF","","Elapidae","Dendroaspis","polylepis",-26.0369,31.814,2,"Mhlume","18-Apr-22",4,2022,""
"1104",2581,"EAF","","Elapidae","Dendroaspis","polylepis",-26.135,32.006,1,"Mbuluzi GR,SRC","21-Apr-22",4,2022,""
"1105",2585,"EAF","","Elapidae","Dendroaspis","polylepis",-26.8438,31.8934,2,"Big Bend, Crooks Plantation","24-Apr-22",4,2022,""
"1106",2586,"EAF","","Elapidae","Dendroaspis","polylepis",-26.683,31.684,2,"Siphofaneni","24-Apr-22",4,2022,""
"1107",2598,"EAF","","Elapidae","Dendroaspis","polylepis",-26.468,31.961,1,"Siteki, Good Shepherd Hospital, staff quarters","01-May-22",5,2022,""
"1108",2600,"EAF","","Elapidae","Dendroaspis","polylepis",-26.525,31.367,2,"Ngwane Park","03-May-22",5,2022,""
"1109",2650,"EAF","","Elapidae","Dendroaspis","polylepis",-26.6208,31.7544,2,"Mkhaya GR","07-Jul-22",7,2022,""
"1110",2655,"EAF","","Elapidae","Dendroaspis","polylepis",-26.452,31.948,2,"Siteki, near Crucifix","19-Jul-22",7,2022,""
